2025-09-09 18:56:32 | INFO     | app.utils.logger:setup_logger:38 - 日志系统初始化完成
2025-09-09 18:56:32 | INFO     | app.services.database_service:init_db:74 - 数据库已初始化，跳过
2025-09-09 18:56:32 | INFO     | app.startup:startup_event:9 - 应用启动中...
2025-09-09 18:56:32 | INFO     | app.services.database_service:_create_engine:58 - 数据库引擎已创建: 35.215.85.104:13306/tp_chaindata_parser
2025-09-09 18:56:34 | INFO     | app.services.task_monitor_service:reset_running_tasks_on_startup:36 - 未发现异常中断的任务
2025-09-09 18:56:35 | INFO     | app.services.task_monitor_service:start_monitoring:130 - 任务监控守护进程启动 - 检查间隔: 300秒, 超时时间: 60分钟
2025-09-09 18:56:35 | INFO     | app.services.task_monitor_service:initialize_task_monitoring:190 - 任务监控系统初始化完成
2025-09-09 18:56:35 | INFO     | app.startup:startup_event:14 - 应用启动完成
2025-09-09 19:00:49 | INFO     | app.api.pipeline:get_pipeline_tree:895 - 获取管道分类树形结构成功: 分类数=7, 管道数=7, 根节点数=4
2025-09-09 19:00:50 | INFO     | app.api.pipeline:get_pipeline_tree:895 - 获取管道分类树形结构成功: 分类数=7, 管道数=7, 根节点数=4
2025-09-09 19:06:16 | INFO     | app.api.pipeline:get_pipeline_tree:895 - 获取管道分类树形结构成功: 分类数=7, 管道数=7, 根节点数=4
2025-09-09 19:09:27 | INFO     | app.startup:shutdown_event:24 - 应用关闭中...
2025-09-09 19:09:27 | INFO     | app.services.task_monitor_service:_monitor_loop:147 - 任务监控守护进程被取消
2025-09-09 19:09:27 | INFO     | app.services.task_monitor_service:stop_monitoring:166 - 任务监控守护进程已停止
2025-09-09 19:09:27 | INFO     | app.services.task_monitor_service:shutdown_task_monitoring:201 - 任务监控系统已关闭
2025-09-09 19:09:27 | INFO     | app.startup:shutdown_event:29 - 应用关闭完成
2025-09-09 19:09:27 | INFO     | app.services.database_service:close:106 - 数据库连接已关闭
2025-09-09 19:09:28 | INFO     | app.utils.logger:setup_logger:38 - 日志系统初始化完成
2025-09-09 19:09:28 | INFO     | app.services.database_service:init_db:74 - 数据库已初始化，跳过
2025-09-09 19:09:28 | INFO     | app.startup:startup_event:9 - 应用启动中...
2025-09-09 19:09:28 | INFO     | app.services.database_service:_create_engine:58 - 数据库引擎已创建: 35.215.85.104:13306/tp_chaindata_parser
2025-09-09 19:09:30 | INFO     | app.services.task_monitor_service:reset_running_tasks_on_startup:36 - 未发现异常中断的任务
2025-09-09 19:09:30 | INFO     | app.services.task_monitor_service:start_monitoring:130 - 任务监控守护进程启动 - 检查间隔: 300秒, 超时时间: 60分钟
2025-09-09 19:09:30 | INFO     | app.services.task_monitor_service:initialize_task_monitoring:190 - 任务监控系统初始化完成
2025-09-09 19:09:30 | INFO     | app.startup:startup_event:14 - 应用启动完成
2025-09-09 19:10:49 | ERROR    | app.api.abis:list_abis:407 - 查询ABI列表失败: (pymysql.err.ProgrammingError) (1146, "Table 'tp_chaindata_parser.contract_abis' doesn't exist")
[SQL: SELECT count(contract_abis.id) AS count_1 
FROM contract_abis]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-09-09 19:15:55 | INFO     | app.utils.logger:setup_logger:38 - 日志系统初始化完成
2025-09-09 19:15:55 | INFO     | app.services.database_service:init_db:74 - 数据库已初始化，跳过
2025-09-09 19:15:55 | INFO     | app.startup:startup_event:9 - 应用启动中...
2025-09-09 19:15:55 | INFO     | app.services.database_service:_create_engine:58 - 数据库引擎已创建: 35.215.85.104:13306/tp_chaindata_parser
2025-09-09 19:15:58 | INFO     | app.services.task_monitor_service:reset_running_tasks_on_startup:36 - 未发现异常中断的任务
2025-09-09 19:15:58 | INFO     | app.services.task_monitor_service:start_monitoring:130 - 任务监控守护进程启动 - 检查间隔: 300秒, 超时时间: 60分钟
2025-09-09 19:15:58 | INFO     | app.services.task_monitor_service:initialize_task_monitoring:190 - 任务监控系统初始化完成
2025-09-09 19:15:58 | INFO     | app.startup:startup_event:14 - 应用启动完成
2025-09-09 19:17:35 | INFO     | app.services.abi_storage_service:save_abi:73 - 成功保存ABI文件: abis/ethereum/0x1234567890123456789012345678901234567890.json
2025-09-09 19:17:35 | ERROR    | app.services.abi_storage_service:save_abi:77 - 保存ABI文件失败 - 合约地址: 0x1234567890123456789012345678901234567890, 链: ethereum, 错误: 'abis/ethereum/0x1234567890123456789012345678901234567890.json' is not in the subpath of '/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser' OR one path is relative and the other is absolute.
2025-09-09 19:17:36 | ERROR    | app.api.abis:create_abi:204 - 创建ABI记录失败: 保存ABI文件失败: 'abis/ethereum/0x1234567890123456789012345678901234567890.json' is not in the subpath of '/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser' OR one path is relative and the other is absolute.
2025-09-09 19:24:09 | INFO     | app.api.pipeline:get_pipeline_tree:895 - 获取管道分类树形结构成功: 分类数=7, 管道数=7, 根节点数=4
2025-09-09 19:24:10 | INFO     | app.api.pipeline:get_pipeline_tree:895 - 获取管道分类树形结构成功: 分类数=7, 管道数=7, 根节点数=4
2025-09-09 20:12:49 | WARNING  | app.services.blockchain_explorer_service:_get_api_key:126 - 未配置 ethereum 链的API密钥
2025-09-09 20:12:49 | WARNING  | app.services.blockchain_explorer_service:get_contract_abi:200 - 未配置 ethereum 的API密钥，尝试使用免费额度
2025-09-09 20:12:49 | INFO     | app.services.blockchain_explorer_service:get_contract_abi:214 - 正在从 ethereum 浏览器获取合约 0xdac17f958d2ee523a2206206994597c13d831ec7 的ABI
2025-09-09 20:13:19 | ERROR    | app.services.blockchain_explorer_service:_make_request:165 - 请求超时: https://api.etherscan.io/api
2025-09-09 20:16:15 | INFO     | app.startup:shutdown_event:24 - 应用关闭中...
2025-09-09 20:16:15 | INFO     | app.services.task_monitor_service:_monitor_loop:147 - 任务监控守护进程被取消
2025-09-09 20:16:15 | INFO     | app.services.task_monitor_service:stop_monitoring:166 - 任务监控守护进程已停止
2025-09-09 20:16:15 | INFO     | app.services.task_monitor_service:shutdown_task_monitoring:201 - 任务监控系统已关闭
2025-09-09 20:16:15 | INFO     | app.startup:shutdown_event:29 - 应用关闭完成
2025-09-09 20:16:15 | INFO     | app.services.database_service:close:106 - 数据库连接已关闭
2025-09-09 20:16:16 | INFO     | app.utils.logger:setup_logger:38 - 日志系统初始化完成
2025-09-09 20:16:16 | INFO     | app.services.database_service:init_db:74 - 数据库已初始化，跳过
2025-09-09 20:16:16 | INFO     | app.startup:startup_event:9 - 应用启动中...
2025-09-09 20:16:16 | INFO     | app.services.database_service:_create_engine:58 - 数据库引擎已创建: 35.215.85.104:13306/tp_chaindata_parser
2025-09-09 20:16:17 | INFO     | app.services.task_monitor_service:reset_running_tasks_on_startup:36 - 未发现异常中断的任务
2025-09-09 20:16:18 | INFO     | app.services.task_monitor_service:start_monitoring:130 - 任务监控守护进程启动 - 检查间隔: 300秒, 超时时间: 60分钟
